Tipo;Carimbo de Data/Hora;Tempo Total;Elemento;Chegando;Saindo
service;10/11/2025, 07:47:09.130;6.23s;56;2025-11-10 07:47:09.130;2025-11-10 07:47:15.357
service;10/11/2025, 07:47:15.976;20.25s;57;2025-11-10 07:47:15.976;2025-11-10 07:47:36.222
service;10/11/2025, 07:47:36.879;15.50s;58;2025-11-10 07:47:36.879;2025-11-10 07:47:52.377
service;10/11/2025, 07:47:52.960;16.31s;59;2025-11-10 07:47:52.960;2025-11-10 07:48:09.269
service;10/11/2025, 07:48:09.855;19.76s;60;2025-11-10 07:48:09.855;2025-11-10 07:48:29.618
service;10/11/2025, 07:48:30.413;8.89s;61;2025-11-10 07:48:30.413;2025-11-10 07:48:39.299
service;10/11/2025, 07:48:39.871;18.87s;62;2025-11-10 07:48:39.871;2025-11-10 07:48:58.745
service;10/11/2025, 07:48:59.493;17.21s;63;2025-11-10 07:48:59.493;2025-11-10 07:49:16.701
service;10/11/2025, 07:49:17.255;17.57s;64;2025-11-10 07:49:17.255;2025-11-10 07:49:34.829
service;10/11/2025, 07:49:35.463;14.35s;65;2025-11-10 07:49:35.463;2025-11-10 07:49:49.808
service;10/11/2025, 07:49:50.307;20.12s;66;2025-11-10 07:49:50.307;2025-11-10 07:50:10.427
service;10/11/2025, 07:50:10.922;18.01s;67;2025-11-10 07:50:10.922;2025-11-10 07:50:28.930
service;10/11/2025, 07:50:29.791;16.10s;68;2025-11-10 07:50:29.791;2025-11-10 07:50:45.895
service;10/11/2025, 07:50:46.628;13.01s;69;2025-11-10 07:50:46.628;2025-11-10 07:50:59.635
service;10/11/2025, 07:51:00.446;22.45s;70;2025-11-10 07:51:00.446;2025-11-10 07:51:22.894
service;10/11/2025, 07:51:23.441;19.98s;71;2025-11-10 07:51:23.441;2025-11-10 07:51:43.426
service;10/11/2025, 07:51:44.078;14.28s;72;2025-11-10 07:51:44.078;2025-11-10 07:51:58.359
service;10/11/2025, 07:51:58.974;9.03s;73;2025-11-10 07:51:58.974;2025-11-10 07:52:08.001
service;10/11/2025, 07:52:08.657;39.73s;74;2025-11-10 07:52:08.657;2025-11-10 07:52:48.383
service;10/11/2025, 07:52:48.962;7.84s;75;2025-11-10 07:52:48.962;2025-11-10 07:52:56.804
service;10/11/2025, 07:52:57.441;13.19s;76;2025-11-10 07:52:57.441;2025-11-10 07:53:10.634
service;10/11/2025, 07:53:11.074;29.89s;77;2025-11-10 07:53:11.074;2025-11-10 07:53:40.961
service;10/11/2025, 07:53:41.536;33.31s;78;2025-11-10 07:53:41.536;2025-11-10 07:54:14.848
service;10/11/2025, 07:54:15.495;15.98s;79;2025-11-10 07:54:15.495;2025-11-10 07:54:31.475
service;10/11/2025, 07:54:31.978;17.51s;80;2025-11-10 07:54:31.978;2025-11-10 07:54:49.487
service;10/11/2025, 07:54:49.945;13.28s;81;2025-11-10 07:54:49.945;2025-11-10 07:55:03.228
service;10/11/2025, 07:55:03.634;11.14s;82;2025-11-10 07:55:03.634;2025-11-10 07:55:14.779
service;10/11/2025, 07:55:15.274;8.32s;83;2025-11-10 07:55:15.274;2025-11-10 07:55:23.590
service;10/11/2025, 07:55:24.046;17.12s;84;2025-11-10 07:55:24.046;2025-11-10 07:55:41.165
service;10/11/2025, 07:55:42.034;20.38s;85;2025-11-10 07:55:42.034;2025-11-10 07:56:02.409
service;10/11/2025, 07:56:02.997;13.55s;86;2025-11-10 07:56:02.997;2025-11-10 07:56:16.549
service;10/11/2025, 07:56:17.200;20.52s;87;2025-11-10 07:56:17.200;2025-11-10 07:56:37.722
service;10/11/2025, 07:56:38.139;6.18s;88;2025-11-10 07:56:38.139;2025-11-10 07:56:44.324
service;10/11/2025, 07:56:44.915;6.94s;89;2025-11-10 07:56:44.915;2025-11-10 07:56:51.857
service;10/11/2025, 07:56:52.355;8.52s;90;2025-11-10 07:56:52.355;2025-11-10 07:57:00.873
service;10/11/2025, 07:57:01.367;18.03s;91;2025-11-10 07:57:01.367;2025-11-10 07:57:19.395
service;10/11/2025, 07:57:20.002;4.74s;92;2025-11-10 07:57:20.002;2025-11-10 07:57:24.737
service;10/11/2025, 07:57:25.268;7.02s;93;2025-11-10 07:57:25.268;2025-11-10 07:57:32.285
service;10/11/2025, 07:57:32.758;10.91s;94;2025-11-10 07:57:32.758;2025-11-10 07:57:43.666
service;10/11/2025, 07:57:44.193;9.54s;95;2025-11-10 07:57:44.193;2025-11-10 07:57:53.735
service;10/11/2025, 07:57:54.466;16.37s;96;2025-11-10 07:57:54.466;2025-11-10 07:58:10.833
service;10/11/2025, 07:58:11.708;16.77s;97;2025-11-10 07:58:11.708;2025-11-10 07:58:28.478
service;10/11/2025, 07:58:29.060;9.09s;98;2025-11-10 07:58:29.060;2025-11-10 07:58:38.154
service;10/11/2025, 07:58:38.634;13.72s;99;2025-11-10 07:58:38.634;2025-11-10 07:58:52.356
service;10/11/2025, 07:58:52.954;15.23s;100;2025-11-10 07:58:52.954;2025-11-10 07:59:08.188
service;10/11/2025, 07:59:08.820;15.30s;101;2025-11-10 07:59:08.820;2025-11-10 07:59:24.119
service;10/11/2025, 07:59:24.744;24.36s;102;2025-11-10 07:59:24.744;2025-11-10 07:59:49.107
service;10/11/2025, 07:59:49.810;10.16s;103;2025-11-10 07:59:49.810;2025-11-10 07:59:59.966
service;10/11/2025, 08:00:00.653;14.86s;104;2025-11-10 08:00:00.653;2025-11-10 08:00:15.516
service;10/11/2025, 08:00:15.918;23.97s;105;2025-11-10 08:00:15.918;2025-11-10 08:00:39.885
service;10/11/2025, 08:00:40.575;28.98s;106;2025-11-10 08:00:40.575;2025-11-10 08:01:09.551
service;10/11/2025, 08:01:10.096;21.57s;107;2025-11-10 08:01:10.096;2025-11-10 08:01:31.668
service;10/11/2025, 08:01:32.980;12.79s;108;2025-11-10 08:01:32.980;2025-11-10 08:01:45.769
service;10/11/2025, 08:01:46.274;9.62s;109;2025-11-10 08:01:46.274;2025-11-10 08:01:55.898
service;10/11/2025, 08:01:56.462;10.13s;110;2025-11-10 08:01:56.462;2025-11-10 08:02:06.593
service;10/11/2025, 08:02:11.711;12.27s;111;2025-11-10 08:02:11.711;2025-11-10 08:02:23.985
service;10/11/2025, 08:02:24.892;26.07s;112;2025-11-10 08:02:24.892;2025-11-10 08:02:50.965
service;10/11/2025, 08:02:51.901;19.28s;113;2025-11-10 08:02:51.901;2025-11-10 08:03:11.182
service;10/11/2025, 08:03:11.957;11.05s;114;2025-11-10 08:03:11.957;2025-11-10 08:03:23.003
service;10/11/2025, 08:03:23.679;11.11s;115;2025-11-10 08:03:23.679;2025-11-10 08:03:34.793
service;10/11/2025, 08:03:35.232;15.66s;116;2025-11-10 08:03:35.232;2025-11-10 08:03:50.890
service;10/11/2025, 08:03:51.434;20.46s;117;2025-11-10 08:03:51.434;2025-11-10 08:04:11.899
service;10/11/2025, 08:04:12.357;10.89s;118;2025-11-10 08:04:12.357;2025-11-10 08:04:23.243
service;10/11/2025, 08:04:24.066;5.61s;119;2025-11-10 08:04:24.066;2025-11-10 08:04:29.679
service;10/11/2025, 08:04:30.305;9.97s;120;2025-11-10 08:04:30.305;2025-11-10 08:04:40.279
service;10/11/2025, 08:04:41.284;17.45s;121;2025-11-10 08:04:41.284;2025-11-10 08:04:58.736
service;10/11/2025, 08:04:59.463;25.42s;122;2025-11-10 08:04:59.463;2025-11-10 08:05:24.886
service;10/11/2025, 08:05:25.791;29.55s;123;2025-11-10 08:05:25.791;2025-11-10 08:05:55.345
service;10/11/2025, 08:05:55.842;11.49s;124;2025-11-10 08:05:55.842;2025-11-10 08:06:07.335
service;10/11/2025, 08:06:07.856;13.85s;125;2025-11-10 08:06:07.856;2025-11-10 08:06:21.706
service;10/11/2025, 08:06:22.306;9.47s;126;2025-11-10 08:06:22.306;2025-11-10 08:06:31.778
service;10/11/2025, 08:06:32.533;12.12s;127;2025-11-10 08:06:32.533;2025-11-10 08:06:44.653
service;10/11/2025, 08:06:45.411;20.50s;128;2025-11-10 08:06:45.411;2025-11-10 08:07:05.908
service;10/11/2025, 08:07:06.737;20.12s;129;2025-11-10 08:07:06.737;2025-11-10 08:07:26.860
service;10/11/2025, 08:07:27.362;10.82s;130;2025-11-10 08:07:27.362;2025-11-10 08:07:38.181
service;10/11/2025, 08:07:39.213;7.74s;131;2025-11-10 08:07:39.213;2025-11-10 08:07:46.954
service;10/11/2025, 08:07:47.461;10.13s;132;2025-11-10 08:07:47.461;2025-11-10 08:07:57.596
service;10/11/2025, 08:07:58.024;11.47s;133;2025-11-10 08:07:58.024;2025-11-10 08:08:09.493
service;10/11/2025, 08:08:09.914;8.34s;134;2025-11-10 08:08:09.914;2025-11-10 08:08:18.249
service;10/11/2025, 08:08:18.762;8.33s;135;2025-11-10 08:08:18.762;2025-11-10 08:08:27.093
service;10/11/2025, 08:08:29.033;12.85s;136;2025-11-10 08:08:29.033;2025-11-10 08:08:41.880
service;10/11/2025, 08:08:42.535;17.60s;137;2025-11-10 08:08:42.535;2025-11-10 08:09:00.132
service;10/11/2025, 08:09:03.218;11.39s;138;2025-11-10 08:09:03.218;2025-11-10 08:09:14.606
service;10/11/2025, 08:09:15.301;9.07s;139;2025-11-10 08:09:15.301;2025-11-10 08:09:24.372
service;10/11/2025, 08:09:25.030;24.38s;140;2025-11-10 08:09:25.030;2025-11-10 08:09:49.410
service;10/11/2025, 08:09:50.296;12.49s;141;2025-11-10 08:09:50.296;2025-11-10 08:10:02.787
service;10/11/2025, 08:10:04.354;13.52s;142;2025-11-10 08:10:04.354;2025-11-10 08:10:17.870
service;10/11/2025, 08:10:18.555;13.92s;143;2025-11-10 08:10:18.555;2025-11-10 08:10:32.471
service;10/11/2025, 08:10:33.172;10.02s;144;2025-11-10 08:10:33.172;2025-11-10 08:10:43.190
service;10/11/2025, 08:10:43.783;15.09s;145;2025-11-10 08:10:43.783;2025-11-10 08:10:58.868
service;10/11/2025, 08:10:59.531;11.46s;146;2025-11-10 08:10:59.531;2025-11-10 08:11:10.992
service;10/11/2025, 08:11:11.488;23.29s;147;2025-11-10 08:11:11.488;2025-11-10 08:11:34.775
service;10/11/2025, 08:11:37.550;13.22s;148;2025-11-10 08:11:37.550;2025-11-10 08:11:50.775
service;10/11/2025, 08:11:51.670;14.21s;149;2025-11-10 08:11:51.670;2025-11-10 08:12:05.885
service;10/11/2025, 08:12:06.686;7.06s;150;2025-11-10 08:12:06.686;2025-11-10 08:12:13.746
service;10/11/2025, 08:12:14.895;9.46s;151;2025-11-10 08:12:14.895;2025-11-10 08:12:24.360
service;10/11/2025, 08:12:25.274;17.99s;152;2025-11-10 08:12:25.274;2025-11-10 08:12:43.260
service;10/11/2025, 08:12:43.984;19.31s;153;2025-11-10 08:12:43.984;2025-11-10 08:13:03.295
service;10/11/2025, 08:13:03.867;21.78s;154;2025-11-10 08:13:03.867;2025-11-10 08:13:25.645
service;10/11/2025, 08:13:26.682;15.48s;155;2025-11-10 08:13:26.682;2025-11-10 08:13:42.159
service;10/11/2025, 08:13:42.819;12.08s;156;2025-11-10 08:13:42.819;2025-11-10 08:13:54.903
service;10/11/2025, 08:13:55.759;14.96s;157;2025-11-10 08:13:55.759;2025-11-10 08:14:10.719
service;10/11/2025, 08:14:11.204;9.60s;158;2025-11-10 08:14:11.204;2025-11-10 08:14:20.801
service;10/11/2025, 08:14:21.737;22.89s;159;2025-11-10 08:14:21.737;2025-11-10 08:14:44.631
service;10/11/2025, 08:14:46.497;15.29s;160;2025-11-10 08:14:46.497;2025-11-10 08:15:01.787
service;10/11/2025, 08:15:02.886;18.90s;161;2025-11-10 08:15:02.886;2025-11-10 08:15:21.783
